movie_title,year,combined_rating,total_popularity
the lafarge case,1938,6.3,34
the legend of bagger vance,2000,6.7,60603
the lion is ready to jump,1969,5.6,210
the magic show,1983,5.8,75
the phantom of the opera at the royal albert hall,2011,8.8,10369
the playfellow,2009,4.4,25
the sex life of the belgians,1994,5.7,673
the sleeping room,2014,4.5,1126
the traitor,2019,7.1,13786
the treasure of pancho villa,2025,9.8,11
the truth,2019,6.5,8310
the twins,2005,5.5,92
the wedding tackle,2000,3.4,133
the yacoubian building,2006,7.5,7525
therkathikkallan,1988,6.0,13
thinner,1996,6.0,11
this property is condemned,1966,9.0,1
threat,2014,6.5,13
three supermen in santo domingo,1986,4.8,35
too late,1996,7.7,735
trilogy of lust,1995,5.0,276
true story,2015,5.0,2
two girls and a guy,1997,3.75,8799
uma fêmea do outro mundo,1979,5.5,8
unacceptable levels,2013,6.8,48
unhappy 2 - plans,2022,3.8,11
"unknown known, the",2013,8.0,1
vai alla grande,1983,3.5,51
valley of hell,1943,6.6,156
venus by water,2021,6.9,7
vermin,1998,6.2,12
weekend junkies,2007,6.3,7
weimar express,2023,6.0,9
wes diego,2023,9.0,7
whatever it takes,2023,7.1,11
who were we?,2023,5.4,11
"wild bunch, the",1969,4.0,11
william shatner's gonzo ballet,2009,7.7,105
windrunner,1994,6.2,267
young bruce lee the birth of a legend,2010,6.3,15
yowamushi pedal: spare bike,2016,6.9,24
zaproszenie,1986,5.5,19
zimmer 202 - peter bichsel in paris,2010,8.1,17
zweisitzrakete,2013,6.1,111
zwischen uns die nacht,2023,6.9,88
ölesiye sevmek,1991,5.6,14
the age of irreverence,2000,5.0,9
with great power: the stan lee story,2012,6.0,1
1996: pust på meg!,1997,5.6,18
"39 steps, the",1935,4.0,11
4 little girls,1997,8.4,3701
6 years,2015,5.5,13342
a kid for two farthings,1955,6.4,1226
a magic christmas,2014,5.2,272
a picture to remember,2023,7.3,46
a spanking in paradise,2010,4.6,184
adiyantharavasthakalathe anuragam,2023,9.3,364
afflicted,2013,7.0,1
again... pioneers,1950,6.0,40
agora: from democracy to the market,2014,8.2,225
akshrathettu,1989,5.7,20
ala ghawas & likwid: live from allston,2015,7.8,13
an american tail,1986,6.9,59799
ang sawa sa lumang simboryo,1952,7.3,15
anita: speaking truth to power,2013,6.8,604
anny - story of a prostitute,1912,4.6,17
antidote,2014,6.9,4154
apocalypsis,2018,7.0,58
asiri ade,2024,9.4,9
battle planet,2008,4.0,1
beautiful mom,2017,6.9,9
beauty and the beast,1946,7.9,29092
beer runners,2014,8.9,18
berlin is in germany,2001,7.1,1197
beyond the five year mission: the evolution of star trek - the next generation,2014,9.2,10
"big boss, the (fists of fury) (tang shan da xiong)",1971,10.0,2
"black dahlia, the",2006,4.0,6
"buddy holly story, the",1978,6.0,5
bulletproof,1996,6.0,6
byalata staya,1968,8.0,177
camelot,1967,8.0,1
chain gang,1984,5.2,59
ciudad de los niños,2005,7.8,12
click,2006,6.0,23
clown,2014,7.0,1
clytaemnestra,2021,6.6,50
companion wanted,1932,5.6,30
covered sun,2020,6.2,9
crackin' the code,2009,8.5,26
daddy,2023,7.2,21
dangal,2016,8.3,223619
dave chappelle: the bird revelation,2017,7.0,1
departure,2001,7.8,32
devil's revenge,2019,2.7,455
disillusion,1940,6.0,9
dot in space,1994,5.6,38
dragon lord (a.k.a. dragon strike) (long xiao ye),1982,7.0,1
drawing home,2016,6.2,60
dream for an insomniac,1996,8.0,1
dreizehn mann und eine kanone,1938,3.1,39
drowning in holy water,2020,5.5,254
eddie: the sleepwalking cannibal,2012,5.7,1556
el fantasma de la casa roja,1956,5.0,81
electro-pythagorus: a portrait of martin bartlett,2017,6.6,18
emoções sexuais de um jegue,1987,4.1,16
english manja,2023,7.8,1100
eu odeio o orkut,2011,6.5,54
event 16,2006,4.2,150
extremo sul,2005,7.0,78
fej vagy írás,2005,4.0,343
fighting back,1982,6.0,886
filhaal...,2002,5.7,290
french finishing school,1979,5.5,88
friday the 13th part viii: jason takes manhattan,1989,4.0,3
frontier gal,1945,5.8,427
fullmetal alchemist 2018,2017,1.0,1
gantz: perfect answer,2011,6.2,4794
ghost in the shell 2: innocence (a.k.a. innocence) (inosensu),2004,6.0,3
gia thimise mou,2019,9.1,51
gigi,1958,6.0,8
gloomy sunday (ein lied von liebe und tod),1999,8.0,1
goldfishes,2022,8.2,13
grandhotel nevada,1935,4.4,19
green light,1937,6.1,641
"grifters, the",1990,8.0,27
gulag,2000,8.3,89
half baked,1998,8.0,16
held for ransom,1938,5.3,172
helter skelter,2004,7.0,1
hiraeth,2021,8.1,11
hood of horror,2006,9.0,1
hot tub time machine 2,2015,6.0,4
hum phirr milein na milein,2009,5.3,10
humming,2008,6.2,231
i am gitmo,2023,5.0,15
i served the king of england (obsluhoval jsem anglického krále),2006,9.0,1
i will cross tomorrow,2019,5.4,63
"ich habe dir nie erzählt, womit ich mein geld verdiene",2011,6.4,10
if you want to live... shoot!,1968,5.2,144
immortality,2016,7.1,10
inhuman: the next and final phase of man is here,2015,7.0,12
islands on the edge of time,1996,5.2,11
kali ghata,1951,6.3,12
kamphaeng,1999,6.7,9
kankered,2011,4.0,12
kasaai,2019,6.4,42
kaththi,2014,8.1,31697
khadari,2024,6.7,140
king of the b movies,2012,4.1,20
l'homme aux clés d'or,1956,6.3,94
la niña del patio,1967,4.4,25
laih ya dunya,1994,7.2,5
las puertitas del señor lópez,1988,5.7,84
"last days, the",1998,8.0,2
le ciel sur la tête,2001,6.2,55
le mans 55,2024,7.5,9
les aventures des pieds-nickelés,1948,4.7,24
love & will,2018,7.1,51
lovers & leavers (kuutamolla),2002,7.0,1
madame o,1967,6.2,119
magic in the moonlight,2014,6.0,1
making a murderer,2015,8.0,1
maldoror,2001,4.4,11
mani and neda,2002,3.0,11
master of the flying guillotine (du bi quan wang da po xue di zi),1975,9.0,1
maza saubhagya,1994,7.6,11
merlin & arthur's excellent adventure,2022,5.0,8
minted,2023,6.5,48
miss millionersha,1988,6.1,43
"misérables, les",2000,3.0,32
mona saber,2001,6.4,9
mother saigon,2023,7.0,21
mr. suave: hoy! hoy! hoy! hoy! hoy! hoy!,2003,7.0,69
"mummy, the",1999,4.0,93
my neighbor totoro (tonari no totoro),1988,4.0,37
nami no kazu dake dakishimete,1991,6.0,31
nearing death,2024,5.7,321
nerdy prudes must die,2023,8.0,539
nevermore,2007,7.9,214
nightride,2021,5.5,992
ninja: shadow of a tear,2013,9.0,1
"ninth gate, the",1999,4.0,15
normas para una página de sucesos,2024,7.2,20
notebook,2006,7.0,837
nuk leng klong yao,2001,6.5,60
okariki okaru,2003,8.0,104
old loves and new,1926,4.8,20
onsen osana geisha,1973,3.5,6
operation mongoose.,2011,7.3,21
oriental ecstasy girls,1974,6.2,11
pachamama,2008,7.4,19
panman: rhythm of the palms,2007,8.1,19
pashupati prasad,2016,8.5,2648
peace for a gunfighter,1967,5.8,13
pibe chorro,2016,5.8,27
pixels,2015,6.8,168893
plenty,1985,6.0,3493
plågoande,1999,6.7,12
prithvi vallabh,1943,7.6,35
prosti - proshchay,1980,5.6,11
pumpkin spiced musical,2022,5.1,9
purgatory,2012,3.5,43
quik money,2022,8.1,73
red zone,2001,8.5,25
restore,2018,8.0,27
revolution 101,2010,7.6,84
ride,2018,4.6,426
rockstar,2011,7.8,52317
run robot run!,2006,6.5,105
sand and water,2002,8.0,9
sandcastles,2004,9.4,264
santa maria della salute,2016,7.1,449
sebechlebski hudci,1976,7.4,37
second effort,1968,8.6,26
seven of spades,1916,4.4,33
"sex, blood and mutilation 2",2003,6.8,11
shark night 3d,2011,3.0,1
shrek,2001,8.0,170
si malakas si maganda at si mahinhin,1980,5.6,19
sisters of the world unite,1991,6.5,36
sky murder,1940,6.0,467
spellcaster,1988,4.8,1178
stutter,2025,3.0,57
super michhua,2015,7.4,44
superbad,2007,7.0,55
tall tales from the magical garden of antoon krings,2017,4.6,330
target of lust,1979,4.8,16
tenebre,1982,1.0,2
the age of love,2014,7.6,29
the amlash enchanted forest,1974,8.4,12
the baltimorons,2025,8.9,18
"the champions, part 2: trappings of power",1978,6.8,19
the decoy bride,2011,6.1,12880
the drowned,2006,2.0,33
the fighting gringo,1917,5.2,52
the gay buckaroo,1931,5.9,41
the inheritors,1983,6.6,295
the letter,1997,6.9,91
the lion and the mouse,1928,5.8,14
the maids,1975,6.3,606
the nanny,1965,7.1,7080
the new york butcher,2016,4.3,80
the other irene,2009,7.1,318
the quiet earth,1985,6.7,28427
the rebels of pt-218,2021,3.3,839
the scar,2012,6.1,59
the taming of the shrewd 2,2023,4.2,288
the territory of others,1970,7.2,27
the trust,2016,5.0,1
the velvet underground tarot cards,1966,5.6,10
the woman driver,1964,6.2,1250
the x files: i want to believe,2008,5.9,95121
thesis (tesis),1996,8.0,5
this is congo,2017,7.6,360
"thou old, thou free",1938,4.7,13
ti ani itar,2017,6.9,51
tian xian pei,1955,7.2,30
tiny plastic sharks,2023,8.5,66
to be continued,2023,4.9,49
to have and have not,1944,5.0,4
tokyo file 212,1951,5.2,153
total recall,1990,8.0,96
trashy tourist,1985,6.7,12
tsogt taij,1945,7.8,49
turkey town,2018,5.4,38
two is a magic number,2021,6.9,31
two sons of ringo,1966,6.1,106
una movida chueca,1956,7.0,28
united states of hate: muslims under attack,2016,6.2,14
uttarayan,1941,6.3,26
viyyalavari kayyalu,2007,5.1,37
vunnadhi okate zindagi,2017,6.4,1492
web of the spider,1971,5.6,908
what i want my words to do to you: voices from inside a women's maximum security prison,2003,7.8,117
wild card,2015,6.0,1
winnetou,1995,3.8,21
wishmaster,1997,4.0,2
with great joy,2001,6.7,403
yo galgo,2018,8.7,28
yo quiero vivir contigo,1960,1.7,12
you only you,1941,7.2,36
yumeko's nightmare,2002,6.8,13
yushu heiya,1963,7.6,10
zo in exile,2022,6.8,25
üvey ana,1967,6.7,9
little joe,2009,8.4,54
sooraj mukhi,1992,7.7,8
the magic legs,1989,5.7,28
whip it,2009,8.0,5
1: nenokkadine,2014,7.9,47137
3:15 the moment of truth,1986,5.6,917
a war story,1981,7.9,73
acropolis,2001,6.3,18
ada,2015,5.3,33
"aggie appleby, maker of men",1933,6.6,369
aggiramudu,1996,6.7,21
amílcar cabral,2000,7.1,16
an anthology of fellings,2019,6.1,219
any last words?,2011,3.1,75
appaloosa,2008,6.0,1
atracción peculiar,1988,5.0,179
august moon,1986,7.4,15
bajai mozaik,1968,6.4,10
bangaru kutumbam,1994,7.9,42
beauty in trouble,2006,6.7,1038
bedrooms & hallways,1998,6.0,1
below utopia,1997,4.9,1295
benriya jukujo: hentai seiheki nijûyoji,2006,6.2,25
bertha lutz,2021,9.0,15
best partner,2005,8.7,9
black mud,2017,7.5,10
blond cheat,1938,5.8,324
blood creek (a.k.a. town creek),2009,6.0,1
bon jovi: when we were beautiful,2009,7.3,280
boonchu 8,1995,7.1,12
box of rain,2022,8.2,50
boy band,2018,6.4,87
boy pod sokolom,1942,5.4,17
boys life,1995,4.0,2
bring me the head of alfredo garcia,1974,7.2,22319
bruce tuan's 7 promises,1979,4.5,21
"business of strangers, the",2001,6.0,2
cain from nowhere,1970,5.3,10
celtic pride,1996,6.0,8
chicago,2002,9.0,49
china clipper,1936,6.2,699
chirodini tumi je amar 2,2014,7.5,333
chocolate babies,1996,6.7,134
citizen potts,2009,2.5,22
claudia and david,1946,6.3,262
clueless,1995,6.45,261002
code name abdul,2021,5.0,631
daddy don't go,2015,7.3,28
dangerous passions,2003,5.3,76
"david mirisch, the man behind the golden stars",2021,9.0,9
deadly daughter switch,2020,5.5,295
death raiders,1984,3.6,49
desire,2009,5.8,27
desperacja,1989,4.8,20
die another day,2002,6.0,27
do not disturb,2011,5.0,128
dolls are meant to be trash,2023,4.1,10
dragonslayer,1981,8.0,6
dumb: the story of big brother magazine,2017,7.4,668
déjame vivir,2014,7.4,317
edge of sensation,1990,5.3,98
edhir neechal,1968,8.3,496
el sonido del bandoneón,2011,7.5,6
entombed,2020,3.9,633
erkek severse,1966,7.1,81
"expendables, the",2010,7.0,17
fantasma d'amore,1981,6.6,896
festival,2011,7.2,28
flesh and bronze,2023,8.3,10
for love of the game,1999,8.0,8
for the hits,2021,6.1,30
"fourth protocol, the",1987,6.0,1
"free, whale peak",1991,6.8,40
game of life,2007,5.0,228
gan yan gwai,1984,5.7,32
geometra prinetti selvaggiamente osvaldo,1976,4.6,10
georgettan's pooram,2017,3.8,578
girl on the edge,2015,5.6,781
girls of the sea,2020,2.7,13
grand illusion (la grande illusion),1937,10.0,7
haghighat gom shodeh,2007,3.6,10
halloween party,2019,5.1,1535
harry's war,1981,6.0,378
hillbilly honeys,1997,6.2,121
horror story,2023,5.8,162
house,1986,4.0,9
hristina,1960,5.7,131
i due sanculotti,1966,5.8,66
i never climbed the provincia,2019,6.3,41
i never promised you a rose garden: a portrait of david toop through his records collection,2009,4.7,8
if these walls could talk 2,2000,8.0,1
if youth returned,1948,5.9,12
ik tera sahara,1963,5.6,6
imago,2001,6.7,27
in evil hour,2005,5.8,185
interruption,2015,6.4,564
inuyasha the movie 3: swords of an honorable ruler,2003,7.6,2485
isle of levant,1956,4.9,32
jane eyre,1970,7.0,11
jeppis suger - en film om min hemlängtan,2020,6.1,15
jesus freaks,2024,3.6,16
john paul vaathil thurakkunnu,2014,3.8,19
johnny dodgeball,2008,9.1,13
kidnapped: the abduction of edgardo mortara,2023,7.0,4071
la figlia del capitano,1947,6.6,57
la freccia del tempo,2019,6.9,19
la lune avec les dents,1967,7.0,52
la telefonista,1932,6.3,19
lacan palestine,2012,5.9,10
leave,2022,4.8,2170
leaving home: the life and music of indian ocean,2008,8.8,106
les baratineurs,1965,3.7,27
leçon de vie,1995,7.8,24
lick,2019,7.5,15
liebesgrüße aus der lederhose 7 - kokosnüsse und bananen,1990,3.5,64
lilla jönssonligan och stjärnkuppen,2006,2.8,512
love & human remains,1993,2.0,1
love 24x7,2015,5.5,340
love forecast,2015,6.2,1620
love in the afternoon,1957,6.0,2
lovely & amazing,2001,10.0,5
lucifer's women,1974,4.4,206
m*a*s*h (a.k.a. mash),1970,10.0,46
man in the shadow,1957,6.8,1296
"matrix, the",1999,10.0,278
meet the robinsons,2007,4.0,11
mesrine: killer instinct (l'instinct de mort),2008,8.0,1
moh maya money,2016,5.8,467
"motorcycle diaries, the (diarios de motocicleta)",2004,6.0,27
murderball,2005,7.85,10582
nayanam,2021,5.7,716
nebesnaya komanda,2021,3.5,55
night flowers,2008,8.2,32
no emergency,1993,4.3,27
noise of silence,2021,7.4,54
non rowdy,2023,9.0,12
on golden pond,1981,1.0,13
oru pennu kaanal kadha,2017,7.8,83
parimala d'souza,2023,8.1,216
paulo coelho's best story,2014,5.6,714
pero... ¿en qué país vivimos?,1967,5.0,56
point b,2013,6.0,81
police academy 6: city under siege,1989,5.0,4
population boom,2013,6.9,170
port of honor,1957,7.6,13
predator,1987,8.0,61
private lessons,2008,6.2,1080
"quite good, chaps",1972,6.4,10
qärib cinlär diyarinda,1978,7.2,123
rabbit-proof fence,2002,6.7,31019
radiostars,2012,6.0,1522
rail payanangalil,1981,7.0,25
ramsey: the vandy case,2021,3.9,134
rape for profit,2012,5.6,262
"reaping, the",2007,5.0,3
reason over passion,1969,6.0,52
red hot romance,1922,4.3,38
red lights (feux rouges),2004,9.0,1
rental,2017,8.8,14
rifftrax: double dragon,2021,6.6,19
rockin' romeo & juliet,2006,3.5,23
"rome, open city (a.k.a. open city) (roma, città aperta)",1945,8.0,2
sambyakurokujugo ya - osaka-hen,1948,6.3,9
same,1964,6.8,9
samsara diary,2015,6.8,13
san andreas,2015,5.0,4
saving christmas,2014,1.0,1
seeking justice,2011,4.0,1
seoul,2002,5.5,169
sheba,1919,7.5,9
shining victory,1941,6.5,828
"shootist, the",1976,7.0,1
six kids and the honeymooners,1967,5.9,395
solitude,2023,6.9,378
spike,2008,3.2,474
sri siddhartha gautama,2013,7.4,305
stagecoach,1939,8.0,3
stratford festival: the taming of the shrew,2016,7.8,71
struggle without end,1978,6.5,19
tanker 'derbent',1941,5.4,24
tarnation,2003,8.0,1
tasmania story,1990,4.7,17
teenage wolfpack,1956,6.5,555
terror talk,2018,3.1,138
texas chainsaw massacre: the next generation (a.k.a. the return of the texas chainsaw massacre),1994,6.0,1
texas trail,1937,6.4,234
the adventures of jody shanan,1978,4.3,19
the airmail mystery,1932,6.3,21
the alto knights,2025,5.8,3176
the bay boy,1984,6.3,774
the dark side of love,2012,3.8,197
"the fidesz jew, the mother with no sense of nation, and mediation",2008,6.7,53
the flying scotsman,2006,7.0,5949
the fool,2014,8.5,17372
the furious killer,1974,6.3,14
the glass slipper,2011,7.4,17
the greatest adventure of my life,2002,7.3,55
the judas of tyrol,1933,3.1,34
the jump,2021,7.2,21
the killer,2024,5.7,12389
the lovers' exile,1980,6.6,16
the magic ring,1982,9.0,1
the missing,2019,4.6,47
the old man movie,2019,6.2,692
the only way,2004,6.4,51
the other side of the ice,2013,6.1,16
the portrait,1948,6.2,72
the reconciler,2015,1.8,251
the soft german,2014,7.3,14
the story of o: untold pleasures,2002,4.3,339
the thin man goes home,1944,7.3,6537
the war and a woman,2013,6.5,60
the wedding party,1969,4.7,1680
the world has gone mad...,1967,4.4,57
time of violence,1988,9.0,2544
"time to kill, a",1996,2.0,35
to love is enemy of the great dull void,2020,8.4,84
tragic,2024,8.9,19
transhumance,2018,7.8,13
tribalism is killing us,2019,1.4,210
träume der lausitz,2010,5.1,10
tsatsiki: friends forever,2001,4.9,955
tu fakt ho mhan,2022,8.2,53
tweeked,2001,5.6,34
twilight of the ice nymphs,1997,5.8,998
umirayushchiy lebed,1917,7.0,1119
under the skin,2013,3.0,2
valentina valentina,1992,5.2,12
vanishing men,1932,6.2,11
vinveli payana kurippugal,2018,8.0,15
virus x,2010,2.9,626
"way we were, the",1973,8.0,4
"we, the screenwriter",2006,5.7,40
westworld,1973,8.0,18
"wind will carry us, the (bad ma ra khahad bord)",1999,7.0,1
windfall,2022,5.7,27490
winter visitor,2008,5.2,260
xue call ji,1988,2.8,18
yes,2004,6.4,3272
you are the sea,2017,6.4,6
jhyanakuti,2017,6.8,58
late night with conan o'brien: the best of triumph the insult comic dog,2004,4.0,1
road back,1959,6.3,32
send kelp!,2024,8.3,8
sisters courage,2017,8.2,11
take the lead,2006,10.0,2
the kentucky fried movie,1977,6.4,20953
the love machine,1971,4.8,451
the wooden man's bride,1994,6.8,248
último día,1952,4.3,16
"40-year-old virgin, the",2005,8.0,74
a christmas story live!,2017,4.0,1
a heart is always red,2024,7.1,394
a lowland cinderella,1921,8.2,24
a pure heart,2012,8.7,16
a summer at grandpa's,1984,7.6,1863
aangeraakt door een engel,2001,6.8,19
above suspicion,2000,5.9,600
according to mrs. hoyle,1951,5.8,137
adventure in iraq,1943,5.1,207
"adventures of sebastian cole, the",1998,7.0,2
ai de xiao wu,1974,5.1,11
akasha,2001,5.2,53
alkhallat+,2022,6.8,4016
all the senator's girls,1977,4.7,22
almaz black box,2007,6.0,43
ambush,1973,6.4,173
anderkant die stilte,2012,6.7,14
anna karenina: musical,2018,7.5,42
armour of god ii: operation condor (operation condor) (fei ying gai wak),1991,10.0,7
"arrival, the",1996,10.0,22
aspirin for the masses,2019,8.6,21
at the jersey shore,2011,8.2,59
aussie park boyz: the next chapter,2011,4.3,47
auswege,2003,7.0,26
bangaaru kodipetta,2014,4.7,43
bathroom intimacy,1991,6.4,113
batman & jesus,2017,6.3,60
battleship potemkin,1925,8.0,10
be like trees,2019,7.1,14
bed & breakfast,2024,6.1,203
beguiled company,2021,6.6,873
belaya belaya noch,2014,6.8,26
"bim, the little donkey",1951,6.6,158
birdy,1984,10.0,5
bitter and sweet,1995,5.6,22
blind date,1987,6.0,8
blithe spirit,2020,5.4,9033
blonde for a day,1946,5.6,198
blue code of silence,2020,6.7,146
bread and chocolate (pane e cioccolata),1973,6.0,1
bride of the incredible hulk,1980,6.4,35
bring her to me,2023,3.7,173
cb4 - the movie,1993,7.0,5
contraband,2012,8.0,2
copel: una historia de rebeldía y dignidad,2017,7.3,6
crows,1994,7.2,733
daddy i do,2010,6.8,84
daima kalbimdesin,1962,5.9,22
darkness in the light,2001,5.8,72
de wonderdokter,1936,7.0,6
deadly opponents,1978,4.3,9
death wish,2018,8.0,5
"deep end of the ocean, the",1999,8.0,2
der esel hieß geronimo,2018,6.9,17
deuce bigalow: male gigolo,1999,2.0,17
devil's bride,1974,8.3,867
dho re babu dho,2023,9.3,29
die böhms: architektur einer familie,2014,7.0,63
distant thunder,2022,5.3,7
do not forget me istanbul,2010,6.2,416
don jon,2013,4.0,8
don't swallow everything,2015,7.6,17
doped: the dirty side of sports,2015,7.0,52
double trouble,1992,2.0,1
dracula,1979,9.0,10
déjate caer,2007,6.1,101
eclipse,2020,4.3,10
elite squad (tropa de elite),2007,7.0,10
eros,2004,8.0,2
etched in glass: the legacy of steve ross,2017,8.5,8
fate/kaleid liner prisma illya: licht nameless girl,2021,6.3,116
father of four and the vikings,2020,3.3,140
fightville,2011,6.5,924
forbidden,1932,6.9,2176
franz + polina,2006,6.7,497
